location.,region.,country.,timezone id.,localtime.,year.,month.,day.,hour.,minute.,is day or night.,condition.,temperature (f).,humidity (%).,feelslike (f).,precipitation (in).,wind speed (mph).,wind pressure (in).,gust (mph).,wind direction.
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 03:40:00.000,2024,10,25,3,40,Night,Clear,76.1,90,80.6,0,2.7,29.81,4.2,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 04:00:00.000,2024,10,25,4,0,Night,Partly Cloudy,75.8,91,80.2,0,2.2,29.81,3.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 04:20:00.000,2024,10,25,4,20,Night,Partly Cloudy,75.8,91,80.2,0,2.2,29.81,3.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 04:40:00.000,2024,10,25,4,40,Night,Partly Cloudy,75.8,91,80.2,0,2.2,29.81,3.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 05:00:00.000,2024,10,25,5,0,Night,Patchy rain nearby,75.2,92,79.6,0,2.2,29.81,3.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 05:20:00.000,2024,10,25,5,20,Night,Patchy rain nearby,75.2,92,79.6,0,2.2,29.81,3.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 05:40:00.000,2024,10,25,5,40,Night,Patchy rain nearby,75.2,92,79.6,0,2.2,29.81,3.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 06:00:00.000,2024,10,25,6,0,Night,Partly Cloudy,74.9,92,79.2,0,2.2,29.82,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 06:20:00.000,2024,10,25,6,20,Night,Partly Cloudy,74.9,92,79.2,0,2.2,29.82,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 06:40:00.000,2024,10,25,6,40,Night,Partly Cloudy,74.9,92,79.2,0,2.2,29.82,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 07:00:00.000,2024,10,25,7,0,Day,Patchy rain nearby,74.8,93,79.1,0,2.2,29.84,2.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 07:20:00.000,2024,10,25,7,20,Day,Patchy rain nearby,74.8,93,79.1,0,2.2,29.84,2.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 07:40:00.000,2024,10,25,7,40,Day,Patchy rain nearby,74.8,93,79.1,0,2.2,29.84,2.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 08:00:00.000,2024,10,25,8,0,Day,Patchy rain nearby,74.8,93,79.1,0,2.2,29.84,2.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 08:20:00.000,2024,10,25,8,20,Day,Partly cloudy,81,84,88.7,0,2.2,29.83,2.3,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 08:40:00.000,2024,10,25,8,40,Day,Partly cloudy,81,84,88.7,0,2.2,29.83,2.3,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 09:00:00.000,2024,10,25,9,0,Day,Patchy rain nearby,80.9,76,86.3,0,4.9,29.88,5.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 09:20:00.000,2024,10,25,9,20,Day,Partly cloudy,84.4,79,93.5,0,4.9,29.85,5.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 09:40:00.000,2024,10,25,9,40,Day,Patchy rain nearby,80.9,76,86.3,0,4.9,29.88,5.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 10:00:00.000,2024,10,25,10,0,Day,Partly cloudy,84.4,79,90.8,0,6.7,29.85,7.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 10:20:00.000,2024,10,25,10,20,Day,Patchy rain nearby,84.2,68,90.4,0,6.7,29.88,7.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 10:40:00.000,2024,10,25,10,40,Day,Patchy rain nearby,84.2,68,90.4,0,6.7,29.88,7.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 11:00:00.000,2024,10,25,11,0,Day,Partly cloudy,88.3,66,96.5,0,8.3,29.88,9.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 11:20:00.000,2024,10,25,11,20,Day,Partly cloudy,90,63,100.2,0,8.3,29.88,9.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 11:40:00.000,2024,10,25,11,40,Day,Partly cloudy,90.3,63,101,0,8.3,29.88,9.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 12:00:00.000,2024,10,25,12,0,Day,Partly cloudy,90.3,59,98.9,0.01,8.9,29.88,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 12:20:00.000,2024,10,25,12,20,Day,Partly cloudy,88.3,75,94.8,0.01,8.9,29.85,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 12:40:00.000,2024,10,25,12,40,Day,Partly cloudy,88.2,75,94.4,0.01,8.9,29.85,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 13:00:00.000,2024,10,25,13,0,Day,Partly cloudy,88.3,75,94.8,0.01,8.9,29.85,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 13:20:00.000,2024,10,25,13,20,Day,Partly cloudy,87.8,71,93.3,0.01,9.6,29.83,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 13:40:00.000,2024,10,25,13,40,Day,Partly cloudy,88.3,71,94.3,0.01,9.6,29.83,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 14:05:00.000,2024,10,25,14,5,Day,Partly cloudy,88.2,71,95.3,0.01,10.3,29.83,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 14:20:00.000,2024,10,25,14,20,Day,Patchy rain nearby,88.5,58,96.1,0.01,10.3,29.8,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 14:40:00.000,2024,10,25,14,40,Day,Patchy rain nearby,88.5,58,96.1,0.01,10.3,29.8,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 15:00:00.000,2024,10,25,15,0,Day,Patchy rain nearby,88.5,58,96.1,0.01,10.3,29.8,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 15:20:00.000,2024,10,25,15,20,Day,Patchy rain nearby,87.3,62,94.9,0.02,10.3,29.79,12.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 15:40:00.000,2024,10,25,15,40,Day,Patchy rain nearby,87.3,62,94.9,0.02,10.3,29.79,12.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 16:00:00.000,2024,10,25,16,0,Day,Thundery outbreaks possible,82.6,79,88,0.02,8.9,29.77,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 16:20:00.000,2024,10,25,16,20,Day,Partly cloudy,80.8,89,84.9,0.02,8.9,29.8,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 16:40:00.000,2024,10,25,16,40,Day,Partly cloudy,81.1,89,85.5,0.02,8.9,29.8,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 17:00:00.000,2024,10,25,17,0,Day,Partly cloudy,81,89,85.2,0.02,8.9,29.8,10.3,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 17:20:00.000,2024,10,25,17,20,Day,Partly cloudy,84.7,79,94.8,0,6.9,29.77,10,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 17:40:00.000,2024,10,25,17,40,Day,Partly cloudy,80.8,84,86.3,0,6.9,29.77,10,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 18:00:00.000,2024,10,25,18,0,Day,Partly cloudy,81,84,87.4,0,5.6,29.77,7.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 18:20:00.000,2024,10,25,18,20,Day,Partly cloudy,82.6,84,90.8,0,5.6,29.8,7.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 18:40:00.000,2024,10,25,18,40,Day,Partly cloudy,82.8,84,91.2,0,5.6,29.8,7.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 19:00:00.000,2024,10,25,19,0,Night,Partly cloudy,82.9,84,91.6,0,5.6,29.8,7.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 19:20:00.000,2024,10,25,19,20,Night,Partly cloudy,82.8,79,91.6,0,4.5,29.83,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 19:40:00.000,2024,10,25,19,40,Night,Partly cloudy,82.6,79,91.2,0,4.5,29.83,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 20:00:00.000,2024,10,25,20,0,Night,Partly cloudy,82.6,79,91.2,0,4.5,29.83,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 20:20:00.000,2024,10,25,20,20,Night,Partly Cloudy,78.7,82,83.5,0,4.3,29.82,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 20:40:00.000,2024,10,25,20,40,Night,Partly Cloudy,78.7,82,83.5,0,4.3,29.82,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 21:00:00.000,2024,10,25,21,0,Night,Partly cloudy,81.3,84,88.5,0,3.6,29.83,5.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 21:25:00.000,2024,10,25,21,25,Night,Partly cloudy,80.8,84,87.4,0,3.6,29.85,5.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 21:40:00.000,2024,10,25,21,40,Night,Partly cloudy,80.8,84,87.4,0,3.6,29.85,5.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 22:25:00.000,2024,10,25,22,25,Night,Partly Cloudy,77,83,81.1,0,2.7,29.88,4.6,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 22:40:00.000,2024,10,25,22,40,Night,Partly Cloudy,77,83,81.1,0,2.7,29.88,4.6,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 23:00:00.000,2024,10,25,23,0,Night,Partly Cloudy,76.2,85,80.2,0,2.7,29.88,4.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 23:20:00.000,2024,10,25,23,20,Night,Partly Cloudy,76.2,85,80.2,0,2.7,29.88,4.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 23:40:00.000,2024,10,25,23,40,Night,Partly Cloudy,76.2,85,80.2,0,2.7,29.88,4.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 00:05:00.000,2024,10,26,0,5,Night,Partly Cloudy,74.8,87,78.7,0,2.2,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 00:20:00.000,2024,10,26,0,20,Night,Partly Cloudy,74.8,87,78.7,0,2.2,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 00:40:00.000,2024,10,26,0,40,Night,Partly Cloudy,74.8,87,78.7,0,2.2,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 01:00:00.000,2024,10,26,1,0,Night,Partly Cloudy,74.8,87,78.7,0,2.2,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 01:20:00.000,2024,10,26,1,20,Night,Partly Cloudy,74.8,87,78.7,0,2.2,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 01:40:00.000,2024,10,26,1,40,Night,Partly Cloudy,74.8,87,78.7,0,2.2,29.85,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 02:00:00.000,2024,10,26,2,0,Night,Partly cloudy,77.7,94,82.7,0,2.2,29.83,4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 02:20:00.000,2024,10,26,2,20,Night,Partly cloudy,77.7,94,82.8,0,2.2,29.83,3.7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 02:40:00.000,2024,10,26,2,40,Night,Partly cloudy,77.5,94,82.5,0,2.2,29.83,3.7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 03:00:00.000,2024,10,26,3,0,Night,Partly cloudy,77,94,81.7,0,2.2,29.8,2.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 03:20:00.000,2024,10,26,3,20,Night,Partly cloudy,77.5,94,82.6,0,2.2,29.8,2.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 03:40:00.000,2024,10,26,3,40,Night,Partly cloudy,77.2,94,82,0,2.2,29.8,2.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 04:00:00.000,2024,10,26,4,0,Night,Partly cloudy,77.4,94,82.3,0,2.2,29.8,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 04:20:00.000,2024,10,26,4,20,Night,Partly cloudy,77.4,94,82.3,0,2.2,29.77,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 04:40:00.000,2024,10,26,4,40,Night,Partly cloudy,77.5,94,82.6,0,2.2,29.77,6.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 05:00:00.000,2024,10,26,5,0,Night,Partly cloudy,77.4,94,82.4,0,2.2,29.77,2.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 05:20:00.000,2024,10,26,5,20,Night,Partly cloudy,77.7,89,83,0,2.2,29.77,2.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 05:40:00.000,2024,10,26,5,40,Night,Partly cloudy,77,89,81.8,0,2.2,29.77,2.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 06:00:00.000,2024,10,26,6,0,Night,Partly cloudy,77.2,94,82.1,0,2.2,29.77,2.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 06:20:00.000,2024,10,26,6,20,Night,Partly cloudy,77.4,94,82.4,0,2.2,29.77,2.2,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 06:40:00.000,2024,10,26,6,40,Night,Partly cloudy,77.7,94,83,0,2.2,29.77,2.2,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 07:00:00.000,2024,10,26,7,0,Day,Partly cloudy,77.4,94,82.3,0,2.2,29.8,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 07:20:00.000,2024,10,26,7,20,Day,Partly cloudy,77.4,94,82.3,0,2.2,29.8,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 07:40:00.000,2024,10,26,7,40,Day,Partly cloudy,77.2,94,82,0,2.2,29.8,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 08:00:00.000,2024,10,26,8,0,Day,Partly cloudy,77.5,94,82.6,0,2.2,29.8,3.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 08:20:00.000,2024,10,26,8,20,Day,Partly cloudy,79.3,89,85,0,2.2,29.83,2.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 08:40:00.000,2024,10,26,8,40,Day,Partly cloudy,79.3,89,85,0,2.2,29.83,2.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 09:00:00.000,2024,10,26,9,0,Day,Partly Cloudy,77,84,81.2,0,2.2,29.84,2.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 09:20:00.000,2024,10,26,9,20,Day,Partly cloudy,81.1,84,86.4,0,3.1,29.85,3.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 09:40:00.000,2024,10,26,9,40,Day,Partly cloudy,81,84,86.1,0,3.1,29.85,3.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 10:00:00.000,2024,10,26,10,0,Day,Partly cloudy,80.8,84,85.8,0,3.1,29.85,3.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 10:20:00.000,2024,10,26,10,20,Day,Partly cloudy,84.9,70,92,0,4.9,29.85,5.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 10:40:00.000,2024,10,26,10,40,Day,Partly cloudy,84.6,70,91.3,0,4.9,29.85,5.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 11:00:00.000,2024,10,26,11,0,Day,Partly cloudy,84.4,70,89.7,0.02,6.3,29.85,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 11:20:00.000,2024,10,26,11,20,Day,Partly cloudy,86.5,62,94,0.02,6.3,29.85,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 11:40:00.000,2024,10,26,11,40,Day,Partly cloudy,86.2,62,93.3,0.02,6.3,29.85,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 12:00:00.000,2024,10,26,12,0,Day,Partly cloudy,86.4,62,93.6,0.02,6.3,29.85,7.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 12:20:00.000,2024,10,26,12,20,Day,Partly cloudy,86.2,66,93.1,0.02,7.2,29.83,8.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 12:40:00.000,2024,10,26,12,40,Day,Partly cloudy,86.4,66,93.4,0.02,7.2,29.83,8.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 13:00:00.000,2024,10,26,13,0,Day,Partly cloudy,86.7,66,95.1,0.06,7.6,29.83,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 13:20:00.000,2024,10,26,13,20,Day,Partly cloudy,88.3,63,98.9,0.06,7.6,29.83,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 13:40:00.000,2024,10,26,13,40,Day,Partly cloudy,88,63,98,0.06,7.6,29.83,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 14:00:00.000,2024,10,26,14,0,Day,Partly cloudy,88.3,63,100.2,0.04,7.4,29.83,8.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 14:20:00.000,2024,10,26,14,20,Day,Light rain,86.5,75,95.8,0.04,7.4,29.8,8.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 14:40:00.000,2024,10,26,14,40,Day,Light rain,86.7,75,96.3,0.04,7.4,29.8,8.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 15:00:00.000,2024,10,26,15,0,Day,Light rain,86.5,75,98.3,0.07,8.1,29.8,10.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 15:20:00.000,2024,10,26,15,20,Day,Light rain,84.6,75,92.1,0.07,8.1,29.77,10.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 15:40:00.000,2024,10,26,15,40,Day,Light rain,84.2,75,91.3,0.07,8.1,29.77,10.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 16:00:00.000,2024,10,26,16,0,Day,Light rain,84.6,75,92.5,0.03,8.1,29.77,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 16:20:00.000,2024,10,26,16,20,Day,Partly cloudy,81.1,84,85.9,0.03,8.1,29.77,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 16:40:00.000,2024,10,26,16,40,Day,Partly cloudy,81,84,85.6,0.03,8.1,29.77,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 17:00:00.000,2024,10,26,17,0,Day,Partly cloudy,81,84,85.6,0.03,8.1,29.77,11.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 17:20:00.000,2024,10,26,17,20,Day,Partly cloudy,84.6,75,93.5,0.01,7.2,29.77,11.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 17:40:00.000,2024,10,26,17,40,Day,Partly cloudy,84.7,75,93.9,0.01,7.2,29.77,11.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 18:00:00.000,2024,10,26,18,0,Day,Patchy rain nearby,80.8,79,86.8,0.01,5.8,29.77,8.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 18:20:00.000,2024,10,26,18,20,Day,Partly cloudy,82.9,79,91.2,0.01,5.8,29.77,8.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 18:40:00.000,2024,10,26,18,40,Day,Partly cloudy,82.8,79,90.8,0.01,5.8,29.77,8.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 19:00:00.000,2024,10,26,19,0,Night,Partly cloudy,82.9,79,91.2,0.01,5.8,29.77,8.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 19:20:00.000,2024,10,26,19,20,Night,Clear,78.3,85,83.3,0,4,29.78,6.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 19:40:00.000,2024,10,26,19,40,Night,Clear,78.3,85,83.3,0,4,29.78,6.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 20:00:00.000,2024,10,26,20,0,Night,Clear,78.3,85,83.3,0,4,29.78,6.5,NW
